Timestamp,Ambient,LED Group 625:625,LED Group 940:940,LED Group 525:525,Skin Temperature,Acceleration X,Acceleration Y,Acceleration Z
07.03.2018 15:11:26.597,,,,,,0.03125,0.6328125,-0.73046875
07.03.2018 15:11:26.617,,,,,,0.1328125,0.59765625,-0.7421875
07.03.2018 15:11:26.637,,,,,,0.00390625,0.625,-0.73046875
07.03.2018 15:11:26.657,,,,,,0.12890625,0.5546875,-0.76953125
07.03.2018 15:11:27.046,-3423579,,,,,,,
07.03.2018 15:11:27.054,,-3333294,,,,,,
07.03.2018 15:11:27.061,,,-3281834,,,,,
07.03.2018 15:11:27.069,,,,-3224439,,,,
07.03.2018 15:11:27.076,-3420279,,,,,,,
07.03.2018 15:11:27.084,,-3332109,,,,,,
07.03.2018 15:11:27.091,,,-3277372,,,,,
07.03.2018 15:11:27.099,,,,-3218331,,,,
07.03.2018 15:11:27.106,-3413532,,,,,,,
07.03.2018 15:11:27.114,,-3323297,,,,,,
07.03.2018 15:11:27.121,,,-3268536,,,,,
07.03.2018 15:11:27.129,,,,-3208469,,,,
07.03.2018 15:11:27.136,-3404274,,,,,,,
07.03.2018 15:11:27.144,,-3315124,,,,,,
07.03.2018 15:11:27.151,,,-3260153,,,,,
07.03.2018 15:11:27.159,,,,-3201161,,,,
07.03.2018 15:11:27.166,-3397392,,,,,,,
07.03.2018 15:11:27.174,,-3308509,,,,,,
07.03.2018 15:11:27.181,,,-3255487,,,,,
07.03.2018 15:11:27.189,,,,-3196744,,,,
07.03.2018 15:11:27.196,-3392907,,,,,,,
07.03.2018 15:11:27.204,,-3303926,,,,,,
07.03.2018 15:11:27.211,,,-3250519,,,,,
07.03.2018 15:11:27.219,,,,-3192694,,,,
07.03.2018 15:11:27.226,-3389302,,,,,,,
07.03.2018 15:11:27.234,,-3302632,,,,,,
07.03.2018 15:11:27.241,,,-3251406,,,,,
07.03.2018 15:11:27.249,,,,-3193856,,,,
07.03.2018 15:11:27.256,-3392651,,,,,,,
07.03.2018 15:11:27.264,,-3306308,,,,,,
07.03.2018 15:11:27.271,,,-3253922,,,,,
07.03.2018 15:11:27.279,,,,-3196543,,,,
07.03.2018 15:11:26.677,,,,,,-0.1015625,0.6328125,-0.7265625
07.03.2018 15:11:26.697,,,,,,0.0390625,0.5,-0.80078125
07.03.2018 15:11:26.717,,,,,,0.03125,0.61328125,-0.79296875
07.03.2018 15:11:26.737,,,,,,0.06640625,0.6171875,-1.1171875
07.03.2018 15:11:26.757,,,,,,0.0859375,0.49609375,-0.73046875
07.03.2018 15:11:26.777,,,,,,0.0,0.375,-1.0
07.03.2018 15:11:27.286,-3394655,,,,,,,
07.03.2018 15:11:27.294,,-3307886,,,,,,
07.03.2018 15:11:27.301,,,-3253976,,,,,
07.03.2018 15:11:27.309,,,,-3191329,,,,
07.03.2018 15:11:27.316,-3384674,,,,,,,
07.03.2018 15:11:27.324,,-3292153,,,,,,
07.03.2018 15:11:27.331,,,-3232747,,,,,
07.03.2018 15:11:27.339,,,,-3167638,,,,
07.03.2018 15:11:27.346,-3359809,,,,,,,
07.03.2018 15:11:27.354,,-3268732,,,,,,
07.03.2018 15:11:27.361,,,-3214726,,,,,
