Timestamp,SpO2,Heart Rate,HR Confidence,HR Interval,Respiration (HR Variance),Respiration (Oxygen),Temperature,Interpolation SpO2
07.03.2018 15:11:29.003,,,,,,,25.4766,
07.03.2018 15:11:29.993,,,,,,,25.4883,
07.03.2018 15:11:31.014,,,,,,,25.5078,
07.03.2018 15:11:32.007,,,,,,,25.4922,
07.03.2018 15:11:33.027,,,,,,,25.5195,
07.03.2018 15:11:34.017,,,,,,,25.5703,
07.03.2018 15:11:35.006,,,,,,,25.5586,
07.03.2018 15:11:36.034,,,,,,,25.5859,
07.03.2018 15:11:37.052,,,,,,,25.6055,
07.03.2018 15:11:38.012,,,,,,,25.6328,
07.03.2018 15:11:39.003,,,,,,,25.6602,
07.03.2018 15:11:40.023,,,,,,,25.6914,
07.03.2018 15:11:41.013,,,,,,,25.7305,
07.03.2018 15:11:41.992,,,,,,,25.7266,
07.03.2018 15:11:43.012,,,,,,,25.7812,
07.03.2018 15:11:44.002,,,,,,,25.793,
07.03.2018 15:11:44.992,,,,,,,25.8438,
07.03.2018 15:11:46.012,,,,,,,25.8594,
07.03.2018 15:11:47.002,,,,,,,25.9219,
07.03.2018 15:11:47.992,,,,,,,25.9297,
07.03.2018 15:11:49.012,,,,,,,25.9688,
07.03.2018 15:11:50.001,,,,,,,25.9883,
07.03.2018 15:11:50.992,,,,,,,26.043,
07.03.2018 15:11:52.011,,,,,,,26.0703,
07.03.2018 15:11:53.003,,,,,,,26.1172,
07.03.2018 15:11:53.991,,,,,,,26.1562,
07.03.2018 15:11:55.041,,,,,,,26.2031,
07.03.2018 15:11:56.001,,,,,,,26.25,
07.03.2018 15:11:56.991,,,,,,,26.3086,
07.03.2018 15:11:58.014,,,,,,,26.332,
07.03.2018 15:11:59.004,,,,,,,26.3555,
07.03.2018 15:11:59.991,,,,,,,26.418,
07.03.2018 15:12:01.014,,,,,,,26.4727,
07.03.2018 15:12:02.003,,,,,,,26.4922,
07.03.2018 15:12:02.994,,,,,,,26.5234,
07.03.2018 15:12:04.012,,,,,,,26.5703,
07.03.2018 15:12:05.006,,,,,,,26.6016,
07.03.2018 15:12:05.997,,,,,,,26.6328,
07.03.2018 15:12:07.023,,,,,,,26.6875,
07.03.2018 15:12:07.895,,55.1214,,,,,,
07.03.2018 15:12:08.013,,,,,,,26.7227,
07.03.2018 15:12:09.004,,,,,,,26.7461,
07.03.2018 15:12:10.024,,,,,,,26.7656,
07.03.2018 15:12:11.013,,,,,,,26.832,
07.03.2018 15:12:12.000,,,,,,,26.875,
07.03.2018 15:12:12.903,,54.8273,,,,,,
07.03.2018 15:12:12.908,92.0,,,,,,,
07.03.2018 15:12:13.020,,,,,,,26.8906,
07.03.2018 15:12:14.012,,,,,,,26.9336,
07.03.2018 15:12:14.990,,,,,,,26.9844,
07.03.2018 15:12:16.011,,,,,,,26.9961,
07.03.2018 15:12:17.000,,,,,,,27.0234,
07.03.2018 15:12:17.894,,60.145,,,,,,
07.03.2018 15:12:17.901,98.3066,,,,,,,
07.03.2018 15:12:17.990,,,,,,,27.0508,
07.03.2018 15:12:19.011,,,,,,,27.1133,
07.03.2018 15:12:20.001,,,,,,,27.1289,
07.03.2018 15:12:20.990,,,,,,,27.1602,
07.03.2018 15:12:22.010,,,,,,,27.2031,
07.03.2018 15:12:22.900,,64.2263,,,,,,
07.03.2018 15:12:22.906,96.9327,,,,,,,
07.03.2018 15:12:23.000,,,,,,,27.2305,
07.03.2018 15:12:23.992,,,,,,,27.2422,
07.03.2018 15:12:25.039,,,,,,,27.2734,
07.03.2018 15:12:26.000,,,,,,,27.3164,
07.03.2018 15:12:26.990,,,,,,,27.3281,
07.03.2018 15:12:27.894,,66.8527,,,,,,
07.03.2018 15:12:27.899,92.0,,,,,,,
07.03.2018 15:12:28.010,,,,,,,27.3711,
07.03.2018 15:12:29.000,,,,,,,27.3867,
07.03.2018 15:12:29.991,,,,,,,27.4336,
07.03.2018 15:12:31.009,,,,,,,27.4531,
07.03.2018 15:12:31.999,,,,,,,27.4805,
07.03.2018 15:12:32.899,,63.9977,,,,,,
07.03.2018 15:12:32.904,94.1922,,,,,,,
07.03.2018 15:12:32.989,,,,,,,27.5078,
07.03.2018 15:12:34.009,,,,,,,27.5273,
07.03.2018 15:12:35.001,,,,,,,27.5508,
07.03.2018 15:12:35.991,,,,,,,27.5898,
07.03.2018 15:12:37.017,,,,,,,27.6094,
07.03.2018 15:12:37.893,,61.3767,,,,,,
07.03.2018 15:12:37.897,,,,,2.91018,,,
07.03.2018 15:12:37.901,96.6085,,,,,,,
07.03.2018 15:12:37.999,,,,,,,27.6328,
07.03.2018 15:12:38.999,,,,,,,27.6562,
07.03.2018 15:12:40.018,,,,,,,27.6758,
07.03.2018 15:12:41.009,,,,,,,27.7148,
