"Session","Index","Timestamp","Date","Time","O2 Saturation","Beats / min","Breaths / min","Pleth Variability","Perfusion Index"
"0","554","1506081623","Friday, 22 September 2017","14:00:23 Central European Summer Time","97","81","5","11","10"
"0","555","1506081624","Friday, 22 September 2017","14:00:24 Central European Summer Time","97","84","5","11","10"
"0","556","1506081625","Friday, 22 September 2017","14:00:25 Central European Summer Time","97","85","5","11","11"
"0","557","1506081626","Friday, 22 September 2017","14:00:26 Central European Summer Time","97","84","5","11","11"
"0","558","1506081627","Friday, 22 September 2017","14:00:27 Central European Summer Time","97","83","5","11","11"
"0","559","1506081628","Friday, 22 September 2017","14:00:28 Central European Summer Time","97","81","5","11","11"
"0","560","1506081629","Friday, 22 September 2017","14:00:29 Central European Summer Time","97","80","5","11","11"
"0","561","1506081630","Friday, 22 September 2017","14:00:30 Central European Summer Time","97","80","5","11","11"
"0","562","1506081631","Friday, 22 September 2017","14:00:31 Central European Summer Time","97","77","5","12","12"
"0","563","1506081632","Friday, 22 September 2017","14:00:32 Central European Summer Time","97","77","4","12","11"
"0","564","1506081633","Friday, 22 September 2017","14:00:33 Central European Summer Time","97","75","4","12","11"
"0","565","1506081634","Friday, 22 September 2017","14:00:34 Central European Summer Time","97","75","4","12","11"
"0","566","1506081635","Friday, 22 September 2017","14:00:35 Central European Summer Time","97","75","4","12","12"
"0","567","1506081636","Friday, 22 September 2017","14:00:36 Central European Summer Time","97","75","4","12","12"
"0","568","1506081637","Friday, 22 September 2017","14:00:37 Central European Summer Time","97","77","5","12","12"
"0","569","1506081638","Friday, 22 September 2017","14:00:38 Central European Summer Time","97","79","5","12","12"
"0","570","1506081639","Friday, 22 September 2017","14:00:39 Central European Summer Time","97","79","5","12","12"
"0","571","1506081640","Friday, 22 September 2017","14:00:40 Central European Summer Time","97","79","5","12","12"
"0","572","1506081641","Friday, 22 September 2017","14:00:41 Central European Summer Time","97","79","5","12","12"
"0","573","1506081642","Friday, 22 September 2017","14:00:42 Central European Summer Time","98","80","5","12","12"
"0","574","1506081643","Friday, 22 September 2017","14:00:43 Central European Summer Time","98","80","5","12","12"
"0","575","1506081644","Friday, 22 September 2017","14:00:44 Central European Summer Time","98","79","5","12","12"
"0","576","1506081645","Friday, 22 September 2017","14:00:45 Central European Summer Time","98","77","5","12","12"
"0","577","1506081646","Friday, 22 September 2017","14:00:46 Central European Summer Time","98","76","5","12","12"
"0","578","1506081647","Friday, 22 September 2017","14:00:47 Central European Summer Time","98","75","5","13","13"
"0","579","1506081648","Friday, 22 September 2017","14:00:48 Central European Summer Time","98","75","5","13","13"
"0","580","1506081649","Friday, 22 September 2017","14:00:49 Central European Summer Time","98","75","5","13","13"
"0","581","1506081650","Friday, 22 September 2017","14:00:50 Central European Summer Time","98","74","5","13","13"
"0","582","1506081651","Friday, 22 September 2017","14:00:51 Central European Summer Time","98","73","5","13","13"
"0","583","1506081652","Friday, 22 September 2017","14:00:52 Central European Summer Time","98","73","5","13","13"
"0","584","1506081653","Friday, 22 September 2017","14:00:53 Central European Summer Time","98","73","5","13","13"
"0","585","1506081654","Friday, 22 September 2017","14:00:54 Central European Summer Time","98","73","5","13","13"
"0","586","1506081655","Friday, 22 September 2017","14:00:55 Central European Summer Time","98","74","4","13","13"
"0","587","1506081656","Friday, 22 September 2017","14:00:56 Central European Summer Time","98","74","4","13","13"
"0","588","1506081657","Friday, 22 September 2017","14:00:57 Central European Summer Time","98","76","4","13","13"
"0","589","1506081658","Friday, 22 September 2017","14:00:58 Central European Summer Time","98","76","4","13","13"
"0","590","1506081659","Friday, 22 September 2017","14:00:59 Central European Summer Time","98","77","4","13","12"
"0","591","1506081660","Friday, 22 September 2017","14:01:00 Central European Summer Time","98","76","4","13","12"
"0","592","1506081661","Friday, 22 September 2017","14:01:01 Central European Summer Time","98","76","4","13","12"
"0","593","1506081662","Friday, 22 September 2017","14:01:02 Central European Summer Time","98","75","9","13","12"
"0","594","1506081663","Friday, 22 September 2017","14:01:03 Central European Summer Time","98","73","9","13","12"
"0","595","1506081664","Friday, 22 September 2017","14:01:04 Central European Summer Time","98","72","12","13","13"
"0","596","1506081665","Friday, 22 September 2017","14:01:05 Central European Summer Time","98","71","12","13","13"
"0","597","1506081666","Friday, 22 September 2017","14:01:06 Central European Summer Time","98","69","12","13","13"
"0","598","1506081667","Friday, 22 September 2017","14:01:07 Central European Summer Time","98","69","12","13","13"
"0","599","1506081668","Friday, 22 September 2017","14:01:08 Central European Summer Time","98","69","12","13","13"
"0","600","1506081669","Friday, 22 September 2017","14:01:09 Central European Summer Time","98","70","12","14","13"
"0","601","1506081670","Friday, 22 September 2017","14:01:10 Central European Summer Time","98","70","12","14","13"
"0","602","1506081671","Friday, 22 September 2017","14:01:11 Central European Summer Time","98","70","15","14","13"
"0","603","1506081672","Friday, 22 September 2017","14:01:12 Central European Summer Time","98","71","15","14","12"
"0","604","1506081673","Friday, 22 September 2017","14:01:13 Central European Summer Time","98","71","15","14","12"
"0","605","1506081674","Friday, 22 September 2017","14:01:14 Central European Summer Time","98","71","15","14","12"
"0","606","1506081675","Friday, 22 September 2017","14:01:15 Central European Summer Time","98","71","15","14","13"
"0","607","1506081676","Friday, 22 September 2017","14:01:16 Central European Summer Time","98","71","15","14","13"
"0","608","1506081677","Friday, 22 September 2017","14:01:17 Central European Summer Time","98","71","14","14","13"
"0","609","1506081678","Friday, 22 September 2017","14:01:18 Central European Summer Time","98","70","14","14","13"
"0","610","1506081679","Friday, 22 September 2017","14:01:19 Central European Summer Time","98","70","14","14","13"
"0","611","1506081680","Friday, 22 September 2017","14:01:20 Central European Summer Time","98","70","12","14","12"
"0","612","1506081681","Friday, 22 September 2017","14:01:21 Central European Summer Time","98","71","12","14","12"
"0","613","1506081682","Friday, 22 September 2017","14:01:22 Central European Summer Time","98","72","11","14","12"
"0","614","1506081683","Friday, 22 September 2017","14:01:23 Central European Summer Time","98","73","11","14","12"
"0","615","1506081684","Friday, 22 September 2017","14:01:24 Central European Summer Time","98","73","10","14","12"
"0","616","1506081685","Friday, 22 September 2017","14:01:25 Central European Summer Time","98","72","10","14","12"
"0","617","1506081686","Friday, 22 September 2017","14:01:26 Central European Summer Time","98","72","9","14","12"
"0","618","1506081687","Friday, 22 September 2017","14:01:27 Central European Summer Time","98","71","9","14","12"
"0","619","1506081688","Friday, 22 September 2017","14:01:28 Central European Summer Time","98","71","9","14","12"
"0","620","1506081689","Friday, 22 September 2017","14:01:29 Central European Summer Time","98","70","9","14","13"
"0","621","1506081690","Friday, 22 September 2017","14:01:30 Central European Summer Time","98","70","9","14","13"
"0","622","1506081691","Friday, 22 September 2017","14:01:31 Central European Summer Time","98","70","8","14","13"
"0","623","1506081692","Friday, 22 September 2017","14:01:32 Central European Summer Time","98","70","8","14","13"
"0","624","1506081693","Friday, 22 September 2017","14:01:33 Central European Summer Time","98","70","7","14","13"
"0","625","1506081694","Friday, 22 September 2017","14:01:34 Central European Summer Time","98","70","7","14","13"
"0","626","1506081695","Friday, 22 September 2017","14:01:35 Central European Summer Time","98","70","5","14","13"
"0","627","1506081696","Friday, 22 September 2017","14:01:36 Central European Summer Time","98","70","5","14","13"
"0","628","1506081697","Friday, 22 September 2017","14:01:37 Central European Summer Time","98","70","5","13","13"
"0","629","1506081698","Friday, 22 September 2017","14:01:38 Central European Summer Time","98","72","5","13","13"
"0","630","1506081699","Friday, 22 September 2017","14:01:39 Central European Summer Time","98","72","5","13","13"
"0","631","1506081700","Friday, 22 September 2017","14:01:40 Central European Summer Time","98","75","5","13","13"
"0","632","1506081701","Friday, 22 September 2017","14:01:41 Central European Summer Time","98","78","5","13","13"
"0","633","1506081702","Friday, 22 September 2017","14:01:42 Central European Summer Time","98","78","5","13","13"
"0","634","1506081703","Friday, 22 September 2017","14:01:43 Central European Summer Time","98","79","5","13","12"
"0","635","1506081704","Friday, 22 September 2017","14:01:44 Central European Summer Time","98","79","5","13","12"
"0","636","1506081705","Friday, 22 September 2017","14:01:45 Central European Summer Time","98","78","5","13","13"
"0","637","1506081706","Friday, 22 September 2017","14:01:46 Central European Summer Time","98","77","5","13","13"
"0","638","1506081707","Friday, 22 September 2017","14:01:47 Central European Summer Time","98","75","5","13","14"
"0","639","1506081708","Friday, 22 September 2017","14:01:48 Central European Summer Time","98","75","5","13","14"
"0","640","1506081709","Friday, 22 September 2017","14:01:49 Central European Summer Time","98","74","5","13","13"
"0","641","1506081710","Friday, 22 September 2017","14:01:50 Central European Summer Time","98","72","5","13","13"
"0","642","1506081711","Friday, 22 September 2017","14:01:51 Central European Summer Time","98","72","5","13","13"
"0","643","1506081712","Friday, 22 September 2017","14:01:52 Central European Summer Time","97","71","5","13","13"
"0","644","1506081713","Friday, 22 September 2017","14:01:53 Central European Summer Time","97","72","5","13","13"
"0","645","1506081714","Friday, 22 September 2017","14:01:54 Central European Summer Time","97","72","5","13","13"
"0","646","1506081715","Friday, 22 September 2017","14:01:55 Central European Summer Time","97","71","5","13","13"
"0","647","1506081716","Friday, 22 September 2017","14:01:56 Central European Summer Time","97","70","6","13","13"
"0","648","1506081717","Friday, 22 September 2017","14:01:57 Central European Summer Time","97","67","6","13","13"
"0","649","1506081718","Friday, 22 September 2017","14:01:58 Central European Summer Time","97","66","6","13","13"
"0","650","1506081719","Friday, 22 September 2017","14:01:59 Central European Summer Time","97","65","6","13","13"
"0","651","1506081720","Friday, 22 September 2017","14:02:00 Central European Summer Time","97","65","6","13","13"
"0","652","1506081721","Friday, 22 September 2017","14:02:01 Central European Summer Time","98","63","6","13","13"
"0","653","1506081722","Friday, 22 September 2017","14:02:02 Central European Summer Time","98","63","6","13","13"
"0","654","1506081723","Friday, 22 September 2017","14:02:03 Central European Summer Time","98","62","6","13","13"
"0","655","1506081724","Friday, 22 September 2017","14:02:04 Central European Summer Time","98","63","6","13","14"
"0","656","1506081725","Friday, 22 September 2017","14:02:05 Central European Summer Time","98","63","6","13","14"
"0","657","1506081726","Friday, 22 September 2017","14:02:06 Central European Summer Time","98","63","6","13","14"
"0","658","1506081727","Friday, 22 September 2017","14:02:07 Central European Summer Time","98","63","6","13","14"
"0","659","1506081728","Friday, 22 September 2017","14:02:08 Central European Summer Time","98","64","6","13","14"
"0","660","1506081729","Friday, 22 September 2017","14:02:09 Central European Summer Time","98","66","6","13","13"
"0","661","1506081730","Friday, 22 September 2017","14:02:10 Central European Summer Time","98","66","6","13","13"
"0","662","1506081731","Friday, 22 September 2017","14:02:11 Central European Summer Time","98","67","6","13","13"
"0","663","1506081732","Friday, 22 September 2017","14:02:12 Central European Summer Time","98","68","6","13","13"
"0","664","1506081733","Friday, 22 September 2017","14:02:13 Central European Summer Time","98","69","6","13","13"
"0","665","1506081734","Friday, 22 September 2017","14:02:14 Central European Summer Time","98","69","9","13","13"
"0","666","1506081735","Friday, 22 September 2017","14:02:15 Central European Summer Time","98","71","9","13","13"
"0","667","1506081736","Friday, 22 September 2017","14:02:16 Central European Summer Time","98","71","10","13","13"
"0","668","1506081737","Friday, 22 September 2017","14:02:17 Central European Summer Time","98","73","10","13","12"
"0","669","1506081738","Friday, 22 September 2017","14:02:18 Central European Summer Time","98","75","10","13","12"
"0","670","1506081739","Friday, 22 September 2017","14:02:19 Central European Summer Time","98","75","10","13","12"
"0","671","1506081740","Friday, 22 September 2017","14:02:20 Central European Summer Time","98","75","10","13","12"
"0","672","1506081741","Friday, 22 September 2017","14:02:21 Central European Summer Time","98","76","10","13","12"
"0","673","1506081742","Friday, 22 September 2017","14:02:22 Central European Summer Time","98","76","10","13","12"
"0","674","1506081743","Friday, 22 September 2017","14:02:23 Central European Summer Time","98","76","10","13","12"
"0","675","1506081744","Friday, 22 September 2017","14:02:24 Central European Summer Time","98","76","10","13","13"
"0","676","1506081745","Friday, 22 September 2017","14:02:25 Central European Summer Time","98","76","11","13","13"
"0","677","1506081746","Friday, 22 September 2017","14:02:26 Central European Summer Time","98","76","11","13","13"
"0","678","1506081747","Friday, 22 September 2017","14:02:27 Central European Summer Time","98","73","11","13","13"
"0","679","1506081748","Friday, 22 September 2017","14:02:28 Central European Summer Time","98","73","11","13","13"
"0","680","1506081749","Friday, 22 September 2017","14:02:29 Central European Summer Time","98","72","11","13","13"
"0","681","1506081750","Friday, 22 September 2017","14:02:30 Central European Summer Time","98","72","11","13","13"
"0","682","1506081751","Friday, 22 September 2017","14:02:31 Central European Summer Time","98","69","11","13","13"
"0","683","1506081752","Friday, 22 September 2017","14:02:32 Central European Summer Time","98","69","11","13","13"
"0","684","1506081753","Friday, 22 September 2017","14:02:33 Central European Summer Time","98","68","11","13","13"
"0","685","1506081754","Friday, 22 September 2017","14:02:34 Central European Summer Time","98","67","11","13","13"
"0","686","1506081755","Friday, 22 September 2017","14:02:35 Central European Summer Time","98","67","11","13","13"
"0","687","1506081756","Friday, 22 September 2017","14:02:36 Central European Summer Time","98","66","11","13","13"
"0","688","1506081757","Friday, 22 September 2017","14:02:37 Central European Summer Time","98","66","11","13","13"
"0","689","1506081758","Friday, 22 September 2017","14:02:38 Central European Summer Time","98","65","11","13","13"
"0","690","1506081759","Friday, 22 September 2017","14:02:39 Central European Summer Time","98","65","11","13","13"
"0","691","1506081760","Friday, 22 September 2017","14:02:40 Central European Summer Time","98","65","11","13","13"
"0","692","1506081761","Friday, 22 September 2017","14:02:41 Central European Summer Time","98","65","11","12","13"
"0","693","1506081762","Friday, 22 September 2017","14:02:42 Central European Summer Time","98","65","11","12","13"
"0","694","1506081763","Friday, 22 September 2017","14:02:43 Central European Summer Time","98","65","11","12","13"
"0","695","1506081764","Friday, 22 September 2017","14:02:44 Central European Summer Time","98","65","11","12","13"
"0","696","1506081765","Friday, 22 September 2017","14:02:45 Central European Summer Time","98","65","11","12","14"
"0","697","1506081766","Friday, 22 September 2017","14:02:46 Central European Summer Time","98","65","11","12","14"
"0","698","1506081767","Friday, 22 September 2017","14:02:47 Central European Summer Time","98","64","11","12","13"
"0","699","1506081768","Friday, 22 September 2017","14:02:48 Central European Summer Time","98","64","11","12","13"
"0","700","1506081769","Friday, 22 September 2017","14:02:49 Central European Summer Time","98","64","11","12","13"
"0","701","1506081770","Friday, 22 September 2017","14:02:50 Central European Summer Time","98","65","11","12","13"
"0","702","1506081771","Friday, 22 September 2017","14:02:51 Central European Summer Time","98","66","11","12","13"
"0","703","1506081772","Friday, 22 September 2017","14:02:52 Central European Summer Time","98","66","11","12","13"
"0","704","1506081773","Friday, 22 September 2017","14:02:53 Central European Summer Time","98","68","11","12","13"
"0","705","1506081774","Friday, 22 September 2017","14:02:54 Central European Summer Time","98","68","11","12","13"
"0","706","1506081775","Friday, 22 September 2017","14:02:55 Central European Summer Time","98","68","11","12","12"
"0","707","1506081776","Friday, 22 September 2017","14:02:56 Central European Summer Time","98","69","11","12","12"
"0","708","1506081777","Friday, 22 September 2017","14:02:57 Central European Summer Time","98","69","11","12","13"
"0","709","1506081778","Friday, 22 September 2017","14:02:58 Central European Summer Time","98","70","11","12","13"
"0","710","1506081779","Friday, 22 September 2017","14:02:59 Central European Summer Time","98","70","11","12","13"
"0","711","1506081780","Friday, 22 September 2017","14:03:00 Central European Summer Time","98","70","11","12","13"
"0","712","1506081781","Friday, 22 September 2017","14:03:01 Central European Summer Time","98","70","14","12","13"
"0","713","1506081782","Friday, 22 September 2017","14:03:02 Central European Summer Time","98","70","14","12","13"
"0","714","1506081783","Friday, 22 September 2017","14:03:03 Central European Summer Time","98","70","14","12","13"
"0","715","1506081784","Friday, 22 September 2017","14:03:04 Central European Summer Time","98","69","14","11","13"
"0","716","1506081785","Friday, 22 September 2017","14:03:05 Central European Summer Time","98","69","17","11","13"
"0","717","1506081786","Friday, 22 September 2017","14:03:06 Central European Summer Time","98","69","17","11","13"
"0","718","1506081787","Friday, 22 September 2017","14:03:07 Central European Summer Time","98","69","18","11","14"
"0","719","1506081788","Friday, 22 September 2017","14:03:08 Central European Summer Time","98","69","18","11","14"
"0","720","1506081789","Friday, 22 September 2017","14:03:09 Central European Summer Time","98","70","19","11","13"
"0","721","1506081790","Friday, 22 September 2017","14:03:10 Central European Summer Time","98","72","20","11","13"
"0","722","1506081791","Friday, 22 September 2017","14:03:11 Central European Summer Time","98","72","20","11","13"
"0","723","1506081792","Friday, 22 September 2017","14:03:12 Central European Summer Time","98","72","21","11","13"
"0","724","1506081793","Friday, 22 September 2017","14:03:13 Central European Summer Time","98","73","21","11","13"
"0","725","1506081794","Friday, 22 September 2017","14:03:14 Central European Summer Time","98","73","21","11","13"
"0","726","1506081795","Friday, 22 September 2017","14:03:15 Central European Summer Time","98","73","21","11","13"
"0","727","1506081796","Friday, 22 September 2017","14:03:16 Central European Summer Time","98","74","21","11","13"
"0","728","1506081797","Friday, 22 September 2017","14:03:17 Central European Summer Time","98","74","21","11","12"
"0","729","1506081798","Friday, 22 September 2017","14:03:18 Central European Summer Time","98","74","21","11","12"
"0","730","1506081799","Friday, 22 September 2017","14:03:19 Central European Summer Time","98","74","21","11","12"
"0","731","1506081800","Friday, 22 September 2017","14:03:20 Central European Summer Time","98","74","21","11","12"
"0","732","1506081801","Friday, 22 September 2017","14:03:21 Central European Summer Time","98","74","21","11","12"
"0","733","1506081802","Friday, 22 September 2017","14:03:22 Central European Summer Time","98","75","21","11","13"
"0","734","1506081803","Friday, 22 September 2017","14:03:23 Central European Summer Time","98","75","21","11","13"
"0","735","1506081804","Friday, 22 September 2017","14:03:24 Central European Summer Time","98","74","21","11","13"
"0","736","1506081805","Friday, 22 September 2017","14:03:25 Central European Summer Time","98","74","21","11","13"
"0","737","1506081806","Friday, 22 September 2017","14:03:26 Central European Summer Time","98","73","21","11","13"
"0","738","1506081807","Friday, 22 September 2017","14:03:27 Central European Summer Time","98","73","21","10","13"
"0","739","1506081808","Friday, 22 September 2017","14:03:28 Central European Summer Time","98","72","22","10","13"
"0","740","1506081809","Friday, 22 September 2017","14:03:29 Central European Summer Time","98","72","22","10","13"
"0","741","1506081810","Friday, 22 September 2017","14:03:30 Central European Summer Time","98","72","23","10","13"
"0","742","1506081811","Friday, 22 September 2017","14:03:31 Central European Summer Time","98","72","23","10","13"
"0","743","1506081812","Friday, 22 September 2017","14:03:32 Central European Summer Time","98","74","23","10","13"
"0","744","1506081813","Friday, 22 September 2017","14:03:33 Central European Summer Time","98","74","23","10","13"
"0","745","1506081814","Friday, 22 September 2017","14:03:34 Central European Summer Time","98","75","21","10","13"
"0","746","1506081815","Friday, 22 September 2017","14:03:35 Central European Summer Time","98","76","21","10","12"
"0","747","1506081816","Friday, 22 September 2017","14:03:36 Central European Summer Time","98","77","20","10","12"
"0","748","1506081817","Friday, 22 September 2017","14:03:37 Central European Summer Time","98","79","20","10","12"
"0","749","1506081818","Friday, 22 September 2017","14:03:38 Central European Summer Time","98","79","20","10","12"
"0","750","1506081819","Friday, 22 September 2017","14:03:39 Central European Summer Time","98","79","19","10","12"
"0","751","1506081820","Friday, 22 September 2017","14:03:40 Central European Summer Time","98","79","19","10","12"
"0","752","1506081821","Friday, 22 September 2017","14:03:41 Central European Summer Time","98","77","18","10","12"
"0","753","1506081822","Friday, 22 September 2017","14:03:42 Central European Summer Time","98","77","18","10","12"
"0","754","1506081823","Friday, 22 September 2017","14:03:43 Central European Summer Time","98","77","17","10","12"
"0","755","1506081824","Friday, 22 September 2017","14:03:44 Central European Summer Time","98","77","17","10","12"
"0","756","1506081825","Friday, 22 September 2017","14:03:45 Central European Summer Time","98","75","16","10","13"
"0","757","1506081826","Friday, 22 September 2017","14:03:46 Central European Summer Time","98","73","14","10","13"
"0","758","1506081827","Friday, 22 September 2017","14:03:47 Central European Summer Time","98","73","14","10","13"
"0","759","1506081828","Friday, 22 September 2017","14:03:48 Central European Summer Time","98","73","13","10","13"
"0","760","1506081829","Friday, 22 September 2017","14:03:49 Central European Summer Time","98","72","13","10","13"
"0","761","1506081830","Friday, 22 September 2017","14:03:50 Central European Summer Time","98","72","12","10","12"
"0","762","1506081831","Friday, 22 September 2017","14:03:51 Central European Summer Time","98","72","12","10","12"
"0","763","1506081832","Friday, 22 September 2017","14:03:52 Central European Summer Time","98","73","12","10","13"
"0","764","1506081833","Friday, 22 September 2017","14:03:53 Central European Summer Time","98","73","12","10","13"
"0","765","1506081834","Friday, 22 September 2017","14:03:54 Central European Summer Time","98","74","11","10","13"
"0","766","1506081835","Friday, 22 September 2017","14:03:55 Central European Summer Time","98","74","11","10","13"
"0","767","1506081836","Friday, 22 September 2017","14:03:56 Central European Summer Time","98","74","11","10","13"
"0","768","1506081837","Friday, 22 September 2017","14:03:57 Central European Summer Time","98","74","10","10","13"
"0","769","1506081838","Friday, 22 September 2017","14:03:58 Central European Summer Time","98","74","10","10","13"
"0","770","1506081839","Friday, 22 September 2017","14:03:59 Central European Summer Time","98","74","10","10","13"
"0","771","1506081840","Friday, 22 September 2017","14:04:00 Central European Summer Time","98","73","10","10","13"
"0","772","1506081841","Friday, 22 September 2017","14:04:01 Central European Summer Time","98","73","10","10","13"
"0","773","1506081842","Friday, 22 September 2017","14:04:02 Central European Summer Time","98","73","10","10","12"
"0","774","1506081843","Friday, 22 September 2017","14:04:03 Central European Summer Time","98","73","10","10","11"
"0","775","1506081844","Friday, 22 September 2017","14:04:04 Central European Summer Time","98","73","10","10","11"
"0","776","1506081845","Friday, 22 September 2017","14:04:05 Central European Summer Time","98","72","10","10","11"
"0","777","1506081846","Friday, 22 September 2017","14:04:06 Central European Summer Time","98","72","11","10","11"
"0","778","1506081847","Friday, 22 September 2017","14:04:07 Central European Summer Time","98","74","11","10","11"
"0","779","1506081848","Friday, 22 September 2017","14:04:08 Central European Summer Time","98","74","11","10","11"
"0","780","1506081849","Friday, 22 September 2017","14:04:09 Central European Summer Time","98","72","11","10","12"
"0","781","1506081850","Friday, 22 September 2017","14:04:10 Central European Summer Time","98","72","10","10","12"
"0","782","1506081851","Friday, 22 September 2017","14:04:11 Central European Summer Time","98","72","10","10","12"
"0","783","1506081852","Friday, 22 September 2017","14:04:12 Central European Summer Time","98","71","10","10","12"
"0","784","1506081853","Friday, 22 September 2017","14:04:13 Central European Summer Time","98","71","10","10","12"
"0","785","1506081854","Friday, 22 September 2017","14:04:14 Central European Summer Time","98","71","10","10","12"
"0","786","1506081855","Friday, 22 September 2017","14:04:15 Central European Summer Time","98","72","10","10","11"
"0","787","1506081856","Friday, 22 September 2017","14:04:16 Central European Summer Time","98","72","10","10","10"
"0","788","1506081857","Friday, 22 September 2017","14:04:17 Central European Summer Time","98","71","10","10","9.5"
"0","789","1506081858","Friday, 22 September 2017","14:04:18 Central European Summer Time","98","71","10","10","9.2"
"0","790","1506081859","Friday, 22 September 2017","14:04:19 Central European Summer Time","98","71","10","10","9.2"
"0","791","1506081860","Friday, 22 September 2017","14:04:20 Central European Summer Time","98","71","10","10","9.9"
"0","792","1506081861","Friday, 22 September 2017","14:04:21 Central European Summer Time","98","71","10","10","10"
"0","793","1506081862","Friday, 22 September 2017","14:04:22 Central European Summer Time","98","71","10","10","10"
"0","794","1506081863","Friday, 22 September 2017","14:04:23 Central European Summer Time","98","71","10","10","11"
"0","795","1506081864","Friday, 22 September 2017","14:04:24 Central European Summer Time","98","71","10","10","12"
"0","796","1506081865","Friday, 22 September 2017","14:04:25 Central European Summer Time","98","72","10","10","13"
"0","797","1506081866","Friday, 22 September 2017","14:04:26 Central European Summer Time","98","72","10","10","13"
"0","798","1506081867","Friday, 22 September 2017","14:04:27 Central European Summer Time","98","73","10","10","13"
"0","799","1506081868","Friday, 22 September 2017","14:04:28 Central European Summer Time","98","75","10","10","13"
"0","800","1506081869","Friday, 22 September 2017","14:04:29 Central European Summer Time","98","76","10","10","13"
"0","801","1506081870","Friday, 22 September 2017","14:04:30 Central European Summer Time","97","77","10","10","13"
"0","802","1506081871","Friday, 22 September 2017","14:04:31 Central European Summer Time","97","77","10","10","13"
"0","803","1506081872","Friday, 22 September 2017","14:04:32 Central European Summer Time","97","77","10","10","13"
"0","804","1506081873","Friday, 22 September 2017","14:04:33 Central European Summer Time","97","77","10","10","13"
"0","805","1506081874","Friday, 22 September 2017","14:04:34 Central European Summer Time","97","77","10","10","13"
"0","806","1506081875","Friday, 22 September 2017","14:04:35 Central European Summer Time","97","77","10","10","13"
"0","807","1506081876","Friday, 22 September 2017","14:04:36 Central European Summer Time","97","76","10","10","14"
"0","808","1506081877","Friday, 22 September 2017","14:04:37 Central European Summer Time","98","74","10","10","14"
"0","809","1506081878","Friday, 22 September 2017","14:04:38 Central European Summer Time","98","73","10","10","14"
"0","810","1506081879","Friday, 22 September 2017","14:04:39 Central European Summer Time","98","72","9","10","14"
"0","811","1506081880","Friday, 22 September 2017","14:04:40 Central European Summer Time","98","72","9","10","14"
"0","812","1506081881","Friday, 22 September 2017","14:04:41 Central European Summer Time","98","72","9","10","14"
"0","813","1506081882","Friday, 22 September 2017","14:04:42 Central European Summer Time","98","73","9","10","14"
"0","814","1506081883","Friday, 22 September 2017","14:04:43 Central European Summer Time","98","73","9","10","13"
"0","815","1506081884","Friday, 22 September 2017","14:04:44 Central European Summer Time","98","73","9","10","13"
"0","816","1506081885","Friday, 22 September 2017","14:04:45 Central European Summer Time","98","74","9","10","13"
"0","817","1506081886","Friday, 22 September 2017","14:04:46 Central European Summer Time","98","74","9","10","13"
"0","818","1506081887","Friday, 22 September 2017","14:04:47 Central European Summer Time","98","74","9","10","14"
"0","819","1506081888","Friday, 22 September 2017","14:04:48 Central European Summer Time","98","74","9","10","14"
"0","820","1506081889","Friday, 22 September 2017","14:04:49 Central European Summer Time","98","74","9","10","14"
"0","821","1506081890","Friday, 22 September 2017","14:04:50 Central European Summer Time","98","74","9","10","14"
"0","822","1506081891","Friday, 22 September 2017","14:04:51 Central European Summer Time","98","73","9","10","14"
"0","823","1506081892","Friday, 22 September 2017","14:04:52 Central European Summer Time","98","72","9","10","14"
"0","824","1506081893","Friday, 22 September 2017","14:04:53 Central European Summer Time","98","73","9","10","14"
"0","825","1506081894","Friday, 22 September 2017","14:04:54 Central European Summer Time","98","73","9","10","14"
"0","826","1506081895","Friday, 22 September 2017","14:04:55 Central European Summer Time","98","74","9","10","14"
"0","827","1506081896","Friday, 22 September 2017","14:04:56 Central European Summer Time","98","74","9","10","13"
"0","828","1506081897","Friday, 22 September 2017","14:04:57 Central European Summer Time","98","75","9","10","13"
"0","829","1506081898","Friday, 22 September 2017","14:04:58 Central European Summer Time","98","76","9","10","13"
"0","830","1506081899","Friday, 22 September 2017","14:04:59 Central European Summer Time","98","76","9","10","13"
"0","831","1506081900","Friday, 22 September 2017","14:05:00 Central European Summer Time","98","77","9","10","13"
"0","832","1506081901","Friday, 22 September 2017","14:05:01 Central European Summer Time","97","78","9","10","13"
"0","833","1506081902","Friday, 22 September 2017","14:05:02 Central European Summer Time","97","77","9","10","13"
"0","834","1506081903","Friday, 22 September 2017","14:05:03 Central European Summer Time","97","77","9","10","13"
"0","835","1506081904","Friday, 22 September 2017","14:05:04 Central European Summer Time","97","77","9","10","13"
"0","836","1506081905","Friday, 22 September 2017","14:05:05 Central European Summer Time","97","79","9","10","13"
"0","837","1506081906","Friday, 22 September 2017","14:05:06 Central European Summer Time","97","79","9","10","13"
"0","838","1506081907","Friday, 22 September 2017","14:05:07 Central European Summer Time","97","79","9","10","12"
"0","839","1506081908","Friday, 22 September 2017","14:05:08 Central European Summer Time","97","80","9","10","12"
"0","840","1506081909","Friday, 22 September 2017","14:05:09 Central European Summer Time","97","80","9","10","12"
"0","841","1506081910","Friday, 22 September 2017","14:05:10 Central European Summer Time","97","83","9","10","11"
"0","842","1506081911","Friday, 22 September 2017","14:05:11 Central European Summer Time","97","86","9","10","11"
"0","843","1506081912","Friday, 22 September 2017","14:05:12 Central European Summer Time","97","87","9","10","11"
