Timestamp,SpO2,Heart Rate,HR Confidence,HR Interval,Respiration (HR Variance),Respiration (Oxygen),Temperature,Interpolation SpO2
07.03.2018 15:30:53.353,,,,,,,27.0,
07.03.2018 15:30:58.424,,,,,,,27.2109,
07.03.2018 15:31:03.373,,,,,,,27.4531,
07.03.2018 15:31:08.354,,,,,,,27.6914,
07.03.2018 15:31:13.374,,,,,,,27.9492,
07.03.2018 15:31:13.857,,61.1679,,,,,,
07.03.2018 15:31:18.380,,,,,,,28.1523,
07.03.2018 15:31:18.863,,58.3876,,,,,,
07.03.2018 15:31:18.868,100.0,,,,,,,
07.03.2018 15:31:23.351,,,,,,,28.3594,
07.03.2018 15:31:23.856,,58.9619,,,,,,
07.03.2018 15:31:23.863,100.0,,,,,,,
07.03.2018 15:31:28.362,,,,,,,28.5508,
07.03.2018 15:31:28.863,92.0,,,,,,,
07.03.2018 15:31:33.372,,,,,,,28.7031,
07.03.2018 15:31:33.854,92.0,,,,,,,
07.03.2018 15:31:38.352,,,,,,,28.8516,
07.03.2018 15:31:38.855,,55.1214,,,,,,
07.03.2018 15:31:38.860,,,,,14.4865,,,
07.03.2018 15:31:38.862,92.0,,,,,,,
07.03.2018 15:31:43.367,,,,,,,28.9727,
07.03.2018 15:31:43.854,,56.5515,,,,,,
07.03.2018 15:31:43.859,,,,,24.7413,,,
07.03.2018 15:31:43.876,92.0,,,,,,,
07.03.2018 15:31:48.382,,,,,,,29.125,
07.03.2018 15:31:48.859,,58.3876,,,,,,
07.03.2018 15:31:48.863,,,,,25.2715,,,
07.03.2018 15:31:48.867,92.2298,,,,,,,
07.03.2018 15:31:53.363,,,,,,,29.2266,
07.03.2018 15:31:53.855,,59.5476,,,,,,
07.03.2018 15:31:53.878,,,,,23.51,,,
07.03.2018 15:31:53.881,93.1102,,,,,,,
07.03.2018 15:31:58.360,,,,,,,29.3477,
07.03.2018 15:31:58.860,,62.8789,,,,,,
07.03.2018 15:31:58.865,,,,,20.0274,,,
07.03.2018 15:31:58.867,94.2472,,,,,,,
07.03.2018 15:32:03.370,,,,,,,29.4531,
07.03.2018 15:32:03.854,,63.9977,,,,,,
07.03.2018 15:32:03.872,,,,,25.2466,,,
07.03.2018 15:32:03.876,93.2763,,,,,,,
07.03.2018 15:32:08.349,,,,,,,29.543,
07.03.2018 15:32:08.856,,64.4565,,,,,,
07.03.2018 15:32:08.862,,,,,22.7437,,,
07.03.2018 15:32:08.866,93.0158,,,,,,,
07.03.2018 15:32:13.359,,,,,,,29.6562,
07.03.2018 15:32:13.853,,65.6327,,,,,,
07.03.2018 15:32:13.870,,,,,24.5034,,,
07.03.2018 15:32:13.872,93.3043,,,,,,,
07.03.2018 15:32:18.377,,,,,,,29.7383,
07.03.2018 15:32:18.853,,63.3217,,,,,,
07.03.2018 15:32:18.858,94.3003,,,,,,,
07.03.2018 15:32:23.359,,,,,,,29.832,
07.03.2018 15:32:23.852,,64.9219,,,,,,
07.03.2018 15:32:23.870,,,,,24.7468,,,
07.03.2018 15:32:23.873,92.8904,,,,,,,
07.03.2018 15:32:28.358,,,,,,,29.9141,
07.03.2018 15:32:28.855,,69.9742,,,,,,
07.03.2018 15:32:28.861,,,,,24.8962,,,
07.03.2018 15:32:28.864,92.0,,,,,,,
07.03.2018 15:32:33.368,,,,,,,29.9844,
07.03.2018 15:32:33.853,,68.9018,,,,,,
07.03.2018 15:32:33.870,,,,,22.316,,,
07.03.2018 15:32:33.872,92.0,,,,,,,
07.03.2018 15:32:38.347,,,,,,,30.0859,
07.03.2018 15:32:38.855,,66.6051,,,,,,
07.03.2018 15:32:38.861,,,,,23.1164,,,
07.03.2018 15:32:38.865,92.0,,,,,,,
07.03.2018 15:32:43.358,,,,,,,30.1484,
07.03.2018 15:32:43.852,,61.7985,,,,,,
07.03.2018 15:32:43.871,,,,,19.312,,,
07.03.2018 15:32:43.874,92.9318,,,,,,,
07.03.2018 15:32:48.373,,,,,,,30.2148,
07.03.2018 15:32:48.858,,60.3469,,,,,,
07.03.2018 15:32:48.863,,,,,20.4094,,,
07.03.2018 15:32:48.867,92.0,,,,,,,
07.03.2018 15:32:53.354,,,,,,,30.293,
07.03.2018 15:32:53.851,,60.7546,,,,,,
07.03.2018 15:32:53.872,,,,,20.1951,,,
07.03.2018 15:32:53.874,93.0774,,,,,,,
07.03.2018 15:32:58.368,,,,,,,30.3516,
07.03.2018 15:32:58.852,,65.6327,,,,,,
07.03.2018 15:32:58.856,,,,,21.5821,,,
07.03.2018 15:32:58.858,93.3981,,,,,,,
07.03.2018 15:33:03.367,,,,,,,30.4141,
07.03.2018 15:33:03.868,,68.1188,,,,,,
07.03.2018 15:33:03.871,92.0,,,,,,,
